AgencyName,Address_City_Description,CreatedOn1,CaseNum,Textbox28,EventDescription
BAYPORT POLICE DEPARTMENT,BAYPORT,8/2/2026 8:17:21 AM,BP26002494,"5TH AVE N / MAINE ST N, BAYPORT",TRAFFIC STOP
BAYPORT POLICE DEPARTMENT,BAYPORT,8/2/2026 9:20:53 AM,BP26002496,"XXX - 299 5TH AVE N, BAYPORT",TRAFFIC STOP
BAYPORT POLICE DEPARTMENT,BAYPORT,8/2/2026 9:49:31 AM,BP26002497,"XXX - 598 MINNESOTA ST S, BAYPORT",TRAFFIC STOP
BAYPORT POLICE DEPARTMENT,BAYPORT,8/2/2026 11:36:14 AM,BP26002500,"XXX - 499 3RD ST N, BAYPORT",TRAFFIC STOP
BAYPORT POLICE DEPARTMENT,BAYPORT,8/2/2026 12:37:58 PM,BP26002501,"XXX Highway 95 N, BAYPORT",MEDICAL
BAYPORT POLICE DEPARTMENT,BAYPORT,8/2/2026 1:28:58 PM,BP26002502,"XXX 5th Ave N, BAYPORT",DISTURBANCE
BAYPORT POLICE DEPARTMENT,BAYPORT,8/2/2026 3:50:42 PM,BP26002503,"XXX 3RD ST N, BAYPORT",NOISE COMPLAINT/DISTURBANCE
BAYPORT POLICE DEPARTMENT,BAYPORT,8/3/2026 5:13:40 AM,BP26002505,"XX CENTRAL AVE, BAYPORT",PARK CLOSED
BAYPORT POLICE DEPARTMENT,BAYPORT,8/3/2026 5:31:42 AM,BP26002506,"XXX - 849 INSPIRATION PKWY S, BAYPORT",TRAFFIC STOP
BAYPORT POLICE DEPARTMENT,BAYPORT,8/3/2026 8:02:42 AM,BP26002507,"XXX 3rd St N, BAYPORT",911 ABANDONED/HANGUP/OPEN LINE
BAYPORT POLICE DEPARTMENT,BAYPORT,8/3/2026 8:32:04 AM,BP26002509,"XXX PRIMROSE PATH N, BAYPORT",SUSPICIOUS VEHICLE
BAYPORT POLICE DEPARTMENT,BAYPORT,8/3/2026 5:54:07 PM,BP26002511,"XXX 6th St N, BAYPORT",FALL
BAYPORT POLICE DEPARTMENT,BAYPORT,8/3/2026 6:52:23 PM,BP26002512,"XXX 6th St N, BAYPORT",MEDICAL
BAYPORT POLICE DEPARTMENT,BAYPORT,8/3/2026 9:03:19 PM,BP26002518,"XXX 4th St N, BAYPORT",WELFARE CHECK
BAYPORT POLICE DEPARTMENT,BAYPORT,8/3/2026 11:10:39 PM,BP26002520,"XX CENTRAL AVE, BAYPORT",Park Close
BAYPORT POLICE DEPARTMENT,BAYPORT,8/4/2026 11:31:19 AM,BP26002522,"XXX Highway 95 N, BAYPORT",MEDICAL
BAYPORT POLICE DEPARTMENT,BAYPORT,8/4/2026 6:42:53 PM,BP26002523,"XX CENTRAL AVE, BAYPORT",COMMUNITY CONTACT
BAYPORT POLICE DEPARTMENT,BAYPORT,8/4/2026 8:54:28 PM,BP26002524,"XX CENTRAL AVE, BAYPORT",COMMUNITY CONTACT
BAYPORT POLICE DEPARTMENT,BAYPORT,8/4/2026 9:16:17 PM,BP26002525,"XX CENTRAL AVE, BAYPORT",COMMUNITY CONTACT - K9 DEMO
BAYPORT POLICE DEPARTMENT,BAYPORT,8/4/2026 11:16:41 PM,BP26002526,"XXX Highway 95 N, BAYPORT",MEDICAL
BAYPORT POLICE DEPARTMENT,BAYPORT,8/4/2026 11:53:44 PM,BP26002527,"XX CENTRAL AVE, BAYPORT",Park Close
BAYPORT POLICE DEPARTMENT,BAYPORT,8/5/2026 2:36:00 AM,BP26002529,"XXX 2nd St N, BAYPORT",911 ABANDONED/HANGUP/OPEN LINE
BAYPORT POLICE DEPARTMENT,BAYPORT,8/5/2026 3:52:42 AM,BP26002530,"Minnesota St S / Osprey Blvd, BAYPORT",ASSIST OTHER AGENCY
BAYPORT POLICE DEPARTMENT,BAYPORT,8/5/2026 2:54:11 PM,BP26002535,"XXX - 374 3RD AVE S, BAYPORT",TRAFFIC STOP
BAYPORT POLICE DEPARTMENT,BAYPORT,8/5/2026 8:08:07 PM,BP26002538,"XXX - 498 3RD ST N, BAYPORT",TRAFFIC STOP
BAYPORT POLICE DEPARTMENT,BAYPORT,8/5/2026 10:16:11 PM,BP26002540,"XXX - 598 MINNESOTA ST S, BAYPORT",TRAFFIC STOP
BAYPORT POLICE DEPARTMENT,BAYPORT,8/5/2026 10:24:30 PM,BP26002541,"3RD AVE S / MINNESOTA ST S, BAYPORT",TRAFFIC STOP
BAYPORT POLICE DEPARTMENT,BAYPORT,8/5/2026 10:34:21 PM,BP26002542,"XX CENTRAL AVE, BAYPORT",PARK CLOSED
BAYPORT POLICE DEPARTMENT,BAYPORT,8/6/2026 12:42:21 PM,BP26002549,"XXX 5TH ST N, BAYPORT",DRUGS
BAYPORT POLICE DEPARTMENT,BAYPORT,8/6/2026 3:09:00 PM,BP26002551,"XX Point Rd, BAYPORT",MEDICAL
BAYPORT POLICE DEPARTMENT,BAYPORT,8/6/2026 5:57:53 PM,BP26002552,"XXX 3rd St N, BAYPORT",ASSAULT
BAYPORT POLICE DEPARTMENT,BAYPORT,8/7/2026 11:36:33 AM,BP26002561,"XXX 3rd St N, BAYPORT",ALARM-BUSINESS/RES/FIRE/MEDICAL/ETC
BAYPORT POLICE DEPARTMENT,BAYPORT,8/7/2026 9:08:16 PM,BP26002567,"3rd St N / 5th Ave N, BAYPORT",ANIMAL COMPLAINT
