AgencyName,Address_City_Description,CreatedOn1,CaseNum,Textbox28,EventDescription
BAYPORT POLICE DEPARTMENT,BAYPORT,1/25/2026 11:29:04 AM,BP26000244,"XXX 4th Ave S, BAYPORT",PUBLIC WORKS CONCERN
BAYPORT POLICE DEPARTMENT,BAYPORT,1/25/2026 1:18:48 PM,BP26000245,"XXX 5th St N, BAYPORT",BURGLARY
BAYPORT POLICE DEPARTMENT,BAYPORT,1/25/2026 7:29:04 PM,BP26000247,"XXX 3RD ST S, BAYPORT",OVERDOSE
BAYPORT POLICE DEPARTMENT,BAYPORT,1/25/2026 9:08:08 PM,BP26000248,"XXX - 398 MINNESOTA ST S, BAYPORT",TRAFFIC STOP
BAYPORT POLICE DEPARTMENT,BAYPORT,1/26/2026 2:07:07 AM,BP26000249,"XXX 2ND ST N, BAYPORT",Park Close
BAYPORT POLICE DEPARTMENT,BAYPORT,1/26/2026 7:31:00 AM,BP26000251,"Hwy 95 / 10th Ave N, BAYPORT",TRAFFIC STOP
BAYPORT POLICE DEPARTMENT,BAYPORT,1/26/2026 8:27:55 AM,BP26000253,"XXX 2nd Ave S, BAYPORT",VEHICLE UNLOCK
BAYPORT POLICE DEPARTMENT,BAYPORT,1/26/2026 2:19:25 PM,BP26000256,"XXX 4TH ST N, BAYPORT",SCHOOL CROSSING
BAYPORT POLICE DEPARTMENT,BAYPORT,1/27/2026 12:28:23 AM,BP26000257,"XXX 2ND ST N, BAYPORT",ASSIST OTHER AGENCY
BAYPORT POLICE DEPARTMENT,BAYPORT,1/27/2026 7:35:00 AM,BP26000259,"XXX 4TH ST N, BAYPORT",SCHOOL CROSSING
BAYPORT POLICE DEPARTMENT,BAYPORT,1/27/2026 1:53:34 PM,BP26000263,"1XXX  Block Inspiration Pkwy N, BAYPORT",PARKING COMPLAINT
BAYPORT POLICE DEPARTMENT,BAYPORT,1/27/2026 2:39:44 PM,BP26000264,"XXX 3rd St N, BAYPORT",CIVIL MATTER/DISPUTE
BAYPORT POLICE DEPARTMENT,BAYPORT,1/27/2026 4:17:14 PM,BP26000265,"XXX 5th St N, BAYPORT",MEDICAL
BAYPORT POLICE DEPARTMENT,BAYPORT,1/27/2026 5:07:17 PM,BP26000266,"XXX 3rd St S, BAYPORT",OFFICER INFORMATION
BAYPORT POLICE DEPARTMENT,BAYPORT,1/27/2026 9:07:02 PM,BP26000268,"XXX 2ND ST N, BAYPORT",CITIZEN/PUBLIC ASSIST
BAYPORT POLICE DEPARTMENT,BAYPORT,1/28/2026 6:52:35 PM,BP26000272,"Minnesota St S / Osprey Blvd, BAYPORT",ACCIDENT
BAYPORT POLICE DEPARTMENT,BAYPORT,1/28/2026 8:00:59 PM,BP26000273,"XXX 3rd St S, BAYPORT",CIVIL MATTER/DISPUTE
BAYPORT POLICE DEPARTMENT,BAYPORT,1/29/2026 12:21:08 AM,BP26000274,"XXX 2ND ST N, BAYPORT",CITIZEN/PUBLIC ASSIST
BAYPORT POLICE DEPARTMENT,BAYPORT,1/29/2026 9:54:19 AM,BP26000275,"XXX 3rd st s, BAYPORT",VEHICLE UNLOCK
BAYPORT POLICE DEPARTMENT,BAYPORT,1/29/2026 12:38:03 PM,BP26000277,"cemetary, BAYPORT",DOG AT LARGE
BAYPORT POLICE DEPARTMENT,BAYPORT,1/29/2026 12:53:03 PM,BP26000278,"XXX State Street, BAYPORT",CHILD PROTECTION SCREEN OUT
BAYPORT POLICE DEPARTMENT,BAYPORT,1/29/2026 8:24:38 PM,BP26000279,"10XXX -BLK INSPIRATION PKWY N, BAYPORT",PARKING VIOLATION
BAYPORT POLICE DEPARTMENT,BAYPORT,1/29/2026 9:30:15 PM,BP26000280,"XXX Prairie Way S, BAYPORT",ALARM-BUSINESS/RES/FIRE/MEDICAL/ETC
BAYPORT POLICE DEPARTMENT,BAYPORT,1/29/2026 9:57:35 PM,BP26000281,"XXX 2ND ST N, BAYPORT",CITIZEN/PUBLIC ASSIST
BAYPORT POLICE DEPARTMENT,BAYPORT,1/30/2026 5:16:53 AM,BP26000284,"XXX 5th Ave N, BAYPORT",ALARM-BUSINESS/RES/FIRE/MEDICAL/ETC
BAYPORT POLICE DEPARTMENT,BAYPORT,1/30/2026 10:03:41 AM,BP26000285,"XX Point Rd, BAYPORT",CIVIL MATTER/DISPUTE
BAYPORT POLICE DEPARTMENT,BAYPORT,1/30/2026 12:38:50 PM,BP26000286,"Unknown, BAYPORT",CIVIL MATTER/DISPUTE
BAYPORT POLICE DEPARTMENT,BAYPORT,1/30/2026 2:20:27 PM,BP26000287,"XXX 4TH ST N, BAYPORT",CITIZEN/PUBLIC ASSIST
BAYPORT POLICE DEPARTMENT,BAYPORT,1/30/2026 2:41:36 PM,BP26000289,"XXX 9th St N, BAYPORT",VEHICLE UNLOCK
BAYPORT POLICE DEPARTMENT,BAYPORT,1/30/2026 2:55:52 PM,BP26000290,"XXX Highway 95 N, BAYPORT",MEDICAL
BAYPORT POLICE DEPARTMENT,BAYPORT,1/30/2026 10:01:02 PM,BP26000292,"XXX 2ND ST N, BAYPORT",CITIZEN/PUBLIC ASSIST
BAYPORT POLICE DEPARTMENT,BAYPORT,1/30/2026 10:01:56 PM,BP26000293,"5TH AVE S, BAYPORT",TRAFFIC STOP
BAYPORT POLICE DEPARTMENT,BAYPORT,1/30/2026 10:39:21 PM,BP26000294,"XXX 3rd St S, BAYPORT",OPEN DOOR/WINDOW
BAYPORT POLICE DEPARTMENT,BAYPORT,1/30/2026 11:10:00 PM,BP26000295,"HWY 95 JNO 1ST AVE S, BAYPORT",TRAFFIC STOP
BAYPORT POLICE DEPARTMENT,BAYPORT,1/31/2026 12:30:12 PM,BP26000306,"XXX 3rd St S, BAYPORT",OFFICER INFORMATION
