AgencyName,Address_City_Description,CreatedOn1,CaseNum,Textbox28,EventDescription
BAYPORT POLICE DEPARTMENT,BAYPORT,4/27/2025 9:46:35 AM,BP25001741,"5th ave n , BAYPORT",DIRECTED PATROL
BAYPORT POLICE DEPARTMENT,BAYPORT,4/27/2025 12:14:20 PM,BP25001747,"XXX MINNESOTA ST S, BAYPORT",TRAFFIC STOP
BAYPORT POLICE DEPARTMENT,BAYPORT,4/27/2025 12:25:33 PM,BP25001748,"70XXX -973 MINNESOTA ST S, BAYPORT",TRAFFIC STOP
BAYPORT POLICE DEPARTMENT,BAYPORT,4/27/2025 6:05:07 PM,BP25001750,"28XXX -294 LAKE ST S, BAYPORT",CITIZEN/PUBLIC ASSIST
BAYPORT POLICE DEPARTMENT,BAYPORT,4/28/2025 8:16:10 AM,BP25001754,"XXX 4TH ST N, BAYPORT",CITIZEN/PUBLIC ASSIST
BAYPORT POLICE DEPARTMENT,BAYPORT,4/28/2025 3:02:11 PM,BP25001755,"XXX 4TH ST N, BAYPORT",CITIZEN/PUBLIC ASSIST
BAYPORT POLICE DEPARTMENT,BAYPORT,4/28/2025 3:19:52 PM,BP25001756,"30XXX -398 3RD ST N, BAYPORT",TRAFFIC STOP
BAYPORT POLICE DEPARTMENT,BAYPORT,4/28/2025 4:44:27 PM,BP25001757,"XXX PRIMROSE PATH N, BAYPORT",DRIVING COMPLAINT
BAYPORT POLICE DEPARTMENT,BAYPORT,4/28/2025 11:32:06 PM,BP25001760,"Hwy 95 / opsrey blvd, BAYPORT",ROAD HAZARD
BAYPORT POLICE DEPARTMENT,BAYPORT,4/28/2025 11:45:20 PM,BP25001761,"XX CENTRAL AVE, BAYPORT",Park Close
BAYPORT POLICE DEPARTMENT,BAYPORT,4/29/2025 3:48:51 AM,BP25001763,"XXX 3RD ST S, BAYPORT",WELFARE CHECK
BAYPORT POLICE DEPARTMENT,BAYPORT,4/29/2025 8:32:33 AM,BP25001767,"XXX 4TH ST N, BAYPORT",SCHOOL CROSSING
BAYPORT POLICE DEPARTMENT,BAYPORT,4/29/2025 8:32:57 AM,BP25001768,"XXX Primrose Path N, BAYPORT",MEDICAL
BAYPORT POLICE DEPARTMENT,BAYPORT,4/29/2025 11:35:18 AM,BP25001772,"XXX 4TH AVE N, BAYPORT",MEDICAL
BAYPORT POLICE DEPARTMENT,BAYPORT,4/29/2025 3:04:44 PM,BP25001774,"XXX Periwinkle Pl, BAYPORT",ANIMAL COMPLAINT
