AgencyName,Address_City_Description,CreatedOn1,CaseNum,Textbox28,EventDescription
BAYPORT POLICE DEPARTMENT,BAYPORT,2/15/2026 7:37:47 AM,BP26000480,"XXX 4th Ave N, BAYPORT",SUSPICIOUS PERSON/ACTIVITY
BAYPORT POLICE DEPARTMENT,BAYPORT,2/15/2026 8:33:27 AM,BP26000481,"XXX - 999 Highway 95 N, BAYPORT",TRAFFIC STOP
BAYPORT POLICE DEPARTMENT,BAYPORT,2/15/2026 10:33:35 AM,BP26000482,"XXX - 972 MINNESOTA ST S, BAYPORT",TRAFFIC STOP
BAYPORT POLICE DEPARTMENT,BAYPORT,2/15/2026 10:49:02 AM,BP26000483,"XXX - 573 3RD ST N, BAYPORT",TRAFFIC STOP
BAYPORT POLICE DEPARTMENT,BAYPORT,2/15/2026 11:02:59 AM,BP26000484,"XXX - 598 MINNESOTA ST S, BAYPORT",TRAFFIC STOP
BAYPORT POLICE DEPARTMENT,BAYPORT,2/15/2026 12:07:56 PM,BP26000486,"XXX - 574 3RD ST N, BAYPORT",TRAFFIC STOP
BAYPORT POLICE DEPARTMENT,BAYPORT,2/15/2026 4:14:06 PM,BP26000489,"XXX - 498 MINNESOTA ST S, BAYPORT",TRAFFIC STOP
BAYPORT POLICE DEPARTMENT,BAYPORT,2/15/2026 4:37:47 PM,BP26000490,"XXX - 998 Highway 95 N, BAYPORT",TRAFFIC STOP
BAYPORT POLICE DEPARTMENT,BAYPORT,2/16/2026 4:52:48 AM,BP26000491,"XXX 8th St N, BAYPORT",MEDICAL
BAYPORT POLICE DEPARTMENT,BAYPORT,2/16/2026 9:31:36 AM,BP26000492,"XXX Highway 95 N, BAYPORT",Medical
BAYPORT POLICE DEPARTMENT,BAYPORT,2/16/2026 2:46:22 PM,BP26000493,"1XXX  INSPIRATION PKWY N, BAYPORT",PARKING VIOLATION
BAYPORT POLICE DEPARTMENT,BAYPORT,2/16/2026 5:53:41 PM,BP26000494,"XXX - 799 5TH AVE N, BAYPORT",VW-SPEED
BAYPORT POLICE DEPARTMENT,BAYPORT,2/16/2026 6:14:31 PM,BP26000495,"XXX 3RD ST N, BAYPORT",Vacation Checks
BAYPORT POLICE DEPARTMENT,BAYPORT,2/16/2026 10:36:20 PM,BP26000496,"Minnesota St S / 2nd Ave S, BAYPORT",TRAFFIC STOP
BAYPORT POLICE DEPARTMENT,BAYPORT,2/17/2026 2:42:49 PM,BP26000501,"XXX 2ND ST N, BAYPORT",CITIZEN/PUBLIC ASSIST
BAYPORT POLICE DEPARTMENT,BAYPORT,2/17/2026 5:21:08 PM,BP26000502,"XXX Minnesota St S, BAYPORT",IDENTITY THEFT
BAYPORT POLICE DEPARTMENT,BAYPORT,2/18/2026 7:36:35 AM,BP26000504,"XXX 4TH ST N, BAYPORT",CITIZEN/PUBLIC ASSIST
BAYPORT POLICE DEPARTMENT,BAYPORT,2/18/2026 2:18:56 PM,BP26000508,"XXX 4TH ST N, BAYPORT",CITIZEN/PUBLIC ASSIST
BAYPORT POLICE DEPARTMENT,BAYPORT,2/18/2026 4:43:10 PM,BP26000510,"STAGECOACH TRL N / INSPIRATION PKWY S, BAYPORT",ACCIDENT
BAYPORT POLICE DEPARTMENT,BAYPORT,2/18/2026 5:46:23 PM,BP26000512,"XXX 4th St S, BAYPORT",THEFT
BAYPORT POLICE DEPARTMENT,BAYPORT,2/18/2026 10:35:15 PM,BP26000515,"XXX 6th St N, BAYPORT",LIFT ASSIST
BAYPORT POLICE DEPARTMENT,BAYPORT,2/19/2026 1:45:30 AM,BP26000518,"XXX Highway 95 N, BAYPORT",SUSPICIOUS PERSON/ACTIVITY
BAYPORT POLICE DEPARTMENT,BAYPORT,2/19/2026 7:36:43 AM,BP26000520,"XXX 4TH ST N, BAYPORT",CITIZEN/PUBLIC ASSIST
BAYPORT POLICE DEPARTMENT,BAYPORT,2/19/2026 11:15:58 AM,BP26000524,"XXX 4TH ST S, BAYPORT",FOLLOW UP
BAYPORT POLICE DEPARTMENT,BAYPORT,2/19/2026 12:07:02 PM,BP26000525,"XXX 4th Ave N, BAYPORT",FRAUD/SCAM
BAYPORT POLICE DEPARTMENT,BAYPORT,2/19/2026 9:35:24 PM,BP26000527,"XXX - 899 Highway 95 N, BAYPORT",TRAFFIC STOP
BAYPORT POLICE DEPARTMENT,BAYPORT,2/20/2026 3:35:11 AM,BP26000532,"XXX - 636 MINNESOTA ST S, BAYPORT",TRAFFIC STOP
BAYPORT POLICE DEPARTMENT,BAYPORT,2/20/2026 11:43:14 AM,BP26000534,"XXX 4TH ST S, BAYPORT",DOG BITE
BAYPORT POLICE DEPARTMENT,BAYPORT,2/20/2026 3:03:32 PM,BP26000536,"XXX 3rd St N, BAYPORT",BUSINESS ASSIST
BAYPORT POLICE DEPARTMENT,BAYPORT,2/20/2026 3:08:03 PM,BP26000537,"XXX 4th St N, BAYPORT",WELFARE CHECK
BAYPORT POLICE DEPARTMENT,BAYPORT,2/20/2026 4:32:02 PM,BP26000538,"XX Central Ave, BAYPORT",OFFICER QUESTIONS
BAYPORT POLICE DEPARTMENT,BAYPORT,2/20/2026 9:05:05 PM,BP26000542,"4th St S / 3rd Ave S, BAYPORT",SUSPICIOUS PERSON/ACTIVITY
BAYPORT POLICE DEPARTMENT,BAYPORT,2/20/2026 11:42:34 PM,BP26000543,"XXX 3rd St N, BAYPORT",DISTURBANCE
BAYPORT POLICE DEPARTMENT,BAYPORT,2/21/2026 6:04:01 AM,BP26000545,"XXX - 798 ARGUS SQ, BAYPORT",WELFARE CHECK
BAYPORT POLICE DEPARTMENT,BAYPORT,2/21/2026 11:24:07 AM,BP26000546,"XXX 3rd St N, BAYPORT",SUSPICIOUS PERSON/ACTIVITY
