AgencyName,Address_City_Description,CreatedOn1,CaseNum,Textbox28,EventDescription
BAYPORT POLICE DEPARTMENT,BAYPORT,9/13/2026 12:15:18 AM,BP26002992,"XXX 8TH ST N, BAYPORT",LIFT ASSIST
BAYPORT POLICE DEPARTMENT,BAYPORT,9/13/2026 8:12:04 AM,BP26002994,"XXX 3RD ST S, BAYPORT",MEDICAL
BAYPORT POLICE DEPARTMENT,BAYPORT,9/13/2026 9:39:56 AM,BP26002995,"XXX INSPIRATION PKWY N, BAYPORT",PARKING COMPLAINT
BAYPORT POLICE DEPARTMENT,BAYPORT,9/13/2026 5:40:02 PM,BP26002998,"1XXX  BAYTOWN LN N, BAYPORT",ALARM-BUSINESS/RES/FIRE/MEDICAL/ETC
BAYPORT POLICE DEPARTMENT,BAYPORT,9/13/2026 5:55:15 PM,BP26002999,"2ND AVE S / MINNESOTA ST S, BAYPORT",SUSPICIOUS PERSON/ACTIVITY
BAYPORT POLICE DEPARTMENT,BAYPORT,9/13/2026 10:12:06 PM,BP26003002,"XXX 4TH AVE N, BAYPORT",VEHICLE UNLOCK
BAYPORT POLICE DEPARTMENT,BAYPORT,9/13/2026 11:38:34 PM,BP26003003,"XX CENTRAL AVE, BAYPORT",PARK CLOSED
BAYPORT POLICE DEPARTMENT,BAYPORT,9/13/2026 11:44:24 PM,BP26003004,"XX CENTRAL AVE, BAYPORT",SUSPICIOUS PERSON/ACTIVITY
BAYPORT POLICE DEPARTMENT,BAYPORT,9/14/2026 4:22:38 AM,BP26003006,"XXX 5TH AVE N, BAYPORT",SUSPICIOUS PERSON/ACTIVITY
BAYPORT POLICE DEPARTMENT,BAYPORT,9/14/2026 7:57:52 AM,BP26003008,"1XXX  Inspiration Pkwy N, BAYPORT",CITIZEN/PUBLIC ASSIST
BAYPORT POLICE DEPARTMENT,BAYPORT,9/14/2026 9:28:24 AM,BP26003009,"XXX 3RD ST S, BAYPORT",ALARM-BUSINESS/RES/FIRE/MEDICAL/ETC
BAYPORT POLICE DEPARTMENT,BAYPORT,9/14/2026 10:44:24 AM,BP26003010,"XXX 6th St N, BAYPORT",DISORDERLY CONDUCT
BAYPORT POLICE DEPARTMENT,BAYPORT,9/14/2026 3:20:02 PM,BP26003011,"XXX 3RD ST S, BAYPORT",MEDICAL
BAYPORT POLICE DEPARTMENT,BAYPORT,9/14/2026 4:39:39 PM,BP26003012,"XXX 6TH ST N, BAYPORT",KNOCK AND TALK
BAYPORT POLICE DEPARTMENT,BAYPORT,9/14/2026 4:54:07 PM,BP26003013,"XXX 3RD ST N, BAYPORT",ALARM-BUSINESS/RES/FIRE/MEDICAL/ETC
BAYPORT POLICE DEPARTMENT,BAYPORT,9/14/2026 5:02:32 PM,BP26003014,"XXX 6TH AVE N, BAYPORT",HRO VIOLATION
BAYPORT POLICE DEPARTMENT,BAYPORT,9/15/2026 1:30:56 AM,BP26003017,"XXX 3RD ST S, BAYPORT",MEDICAL
BAYPORT POLICE DEPARTMENT,BAYPORT,9/15/2026 2:19:06 AM,BP26003018,"XX CENTRAL AVE, BAYPORT",Park Close
BAYPORT POLICE DEPARTMENT,BAYPORT,9/15/2026 9:17:17 AM,BP26003019,"XXX Highway 95 N, BAYPORT",MEDICAL
BAYPORT POLICE DEPARTMENT,BAYPORT,9/15/2026 9:40:52 AM,BP26003021,"1XXX  INSPIRATION PKWY N, BAYPORT",CITIZEN/PUBLIC ASSIST
BAYPORT POLICE DEPARTMENT,BAYPORT,9/15/2026 9:41:48 AM,BP26003020,"XXX 4TH AVE N, BAYPORT",911 ABANDONED/HANGUP/OPEN LINE
BAYPORT POLICE DEPARTMENT,BAYPORT,9/15/2026 10:20:03 AM,BP26003022,"XXX 4TH AVE N, BAYPORT",911 ABANDONED/HANGUP/OPEN LINE
BAYPORT POLICE DEPARTMENT,BAYPORT,9/15/2026 5:41:25 PM,BP26003023,"XXX 4TH AVE N, BAYPORT",ALARM-BUSINESS/RES/FIRE/MEDICAL/ETC
BAYPORT POLICE DEPARTMENT,BAYPORT,9/15/2026 11:59:37 PM,BP26003027,"XX CENTRAL AVE, BAYPORT",Park Close
BAYPORT POLICE DEPARTMENT,BAYPORT,9/16/2026 2:07:03 AM,BP26003028,"XXX 3RD ST S, BAYPORT",OPEN DOOR/WINDOW
BAYPORT POLICE DEPARTMENT,BAYPORT,9/16/2026 2:23:19 AM,BP26003029,"XXX 3RD ST N, BAYPORT",CITIZEN/PUBLIC ASSIST
BAYPORT POLICE DEPARTMENT,BAYPORT,9/16/2026 10:01:48 AM,BP26003031,"XXX Highway 95 N, BAYPORT",MEDICAL
BAYPORT POLICE DEPARTMENT,BAYPORT,9/17/2026 6:04:58 PM,BP26003037,"XXX - 750 Highway 95 N, BAYPORT",TRAFFIC STOP
BAYPORT POLICE DEPARTMENT,BAYPORT,9/19/2026 1:34:27 AM,BP26003061,"XX CENTRAL AVE, BAYPORT",Park Close
BAYPORT POLICE DEPARTMENT,BAYPORT,9/19/2026 6:15:43 AM,BP26003063,"XXX Highway 95 N, BAYPORT",ALARM-BUSINESS/RES/FIRE/MEDICAL/ETC
BAYPORT POLICE DEPARTMENT,BAYPORT,9/19/2026 5:51:58 PM,BP26003070,"XXX PERRO CREEK DR S, BAYPORT",911 ABANDONED/HANGUP/OPEN LINE
BAYPORT POLICE DEPARTMENT,BAYPORT,9/19/2026 7:02:26 PM,BP26003071,"XXX LAKE CIR N, BAYPORT",BURNING COMPLAINT
BAYPORT POLICE DEPARTMENT,BAYPORT,9/19/2026 7:16:04 PM,BP26003072,"XX CENTRAL AVE, BAYPORT",COMMUNITY CONTACT
BAYPORT POLICE DEPARTMENT,BAYPORT,9/19/2026 9:07:28 PM,BP26003076,"XX CENTRAL AVE, BAYPORT",COMMUNITY CONTACT
BAYPORT POLICE DEPARTMENT,OAK PARK HEIGHTS,9/13/2026 10:11:39 AM,BP26002996,"14XXX  58TH ST N, OAK PARK HEIGHTS",ASSIST OTHER AGENCY
BAYPORT POLICE DEPARTMENT,OAK PARK HEIGHTS,9/13/2026 3:18:47 PM,BP26002997,"SAINT CROIX TRL N SB JNO HWY 36, OAK PARK HEIGHTS",DRIVING COMPLAINT
BAYPORT POLICE DEPARTMENT,OAK PARK HEIGHTS,9/14/2026 12:10:32 AM,BP26003005,"5XXX  - 5698 OAKGREEN AVE N, OAK PARK HEIGHTS",ASSIST OTHER AGENCY
BAYPORT POLICE DEPARTMENT,OAK PARK HEIGHTS,9/14/2026 5:25:06 PM,BP26003015,"14XXX  58TH ST N, OAK PARK HEIGHTS",UNKNOWN SITUATION
