AgencyName,Address_City_Description,CreatedOn1,CaseNum,Textbox28,EventDescription
BAYPORT POLICE DEPARTMENT,BAYPORT,1/11/2026 12:49:30 AM,BP26000100,"XXX - 198 3RD ST S, BAYPORT",ASSIST OTHER AGENCY
BAYPORT POLICE DEPARTMENT,BAYPORT,1/11/2026 4:44:11 PM,BP26000104,"XXX 9th St N, BAYPORT",MEDICAL
BAYPORT POLICE DEPARTMENT,BAYPORT,1/11/2026 10:52:22 PM,BP26000106,"XXX 2ND ST N, BAYPORT",Park Close
BAYPORT POLICE DEPARTMENT,BAYPORT,1/11/2026 11:35:43 PM,BP26000107,"XXX Highway 95 N, BAYPORT",MEDICAL
BAYPORT POLICE DEPARTMENT,BAYPORT,1/12/2026 1:40:07 AM,BP26000108,"XXX 2ND ST N, BAYPORT",Park Close
BAYPORT POLICE DEPARTMENT,BAYPORT,1/12/2026 7:38:33 AM,BP26000109,"XXX 4TH ST N, BAYPORT",SCHOOL CROSSING
BAYPORT POLICE DEPARTMENT,BAYPORT,1/12/2026 8:19:35 AM,BP26000110,"XXX 3rd St S, BAYPORT",MEDICAL
BAYPORT POLICE DEPARTMENT,BAYPORT,1/12/2026 11:12:08 AM,BP26000113,"XXX - 798 3RD ST N, BAYPORT",TRAFFIC STOP
BAYPORT POLICE DEPARTMENT,BAYPORT,1/12/2026 2:10:00 PM,BP26000115,"MINNESOTA ST S / 3rd AVE S, BAYPORT",TRAFFIC STOP
BAYPORT POLICE DEPARTMENT,BAYPORT,1/13/2026 7:44:51 AM,BP26000121,"XXX 4TH ST N, BAYPORT",SCHOOL CROSSING
BAYPORT POLICE DEPARTMENT,BAYPORT,1/13/2026 9:50:28 AM,BP26000123,"XXX 5TH ST N, BAYPORT",THEFT FROM MOTOR VEHICLE
BAYPORT POLICE DEPARTMENT,BAYPORT,1/13/2026 11:10:02 AM,BP26000125,"XX Point Rd, BAYPORT",FRAUD/SCAM
BAYPORT POLICE DEPARTMENT,BAYPORT,1/13/2026 11:50:04 AM,BP26000126,"4th Ave N / 2nd St N, BAYPORT",ACCIDENT
BAYPORT POLICE DEPARTMENT,BAYPORT,1/13/2026 2:25:23 PM,BP26000127,"XXX 4TH ST N, BAYPORT",SCHOOL CROSSING
BAYPORT POLICE DEPARTMENT,BAYPORT,1/13/2026 4:39:00 PM,BP26000129,"XXX 5th Ave S, BAYPORT",DWI
BAYPORT POLICE DEPARTMENT,BAYPORT,1/13/2026 5:42:38 PM,BP26000130,"XXX Mariner Dr, BAYPORT",MEDICAL
BAYPORT POLICE DEPARTMENT,BAYPORT,1/13/2026 6:39:28 PM,BP26000131,"XXX 7th St N, BAYPORT",WELFARE CHECK
BAYPORT POLICE DEPARTMENT,BAYPORT,1/14/2026 7:16:34 AM,BP26000134,"XXX 4TH ST N, BAYPORT",CITIZEN/PUBLIC ASSIST
BAYPORT POLICE DEPARTMENT,BAYPORT,1/14/2026 8:31:20 AM,BP26000135,"XXX 3rd St N, BAYPORT",CITIZEN/PUBLIC ASSIST
BAYPORT POLICE DEPARTMENT,BAYPORT,1/14/2026 12:54:16 PM,BP26000136,"XXX Blk 7th St S, BAYPORT",ROAD HAZARD
BAYPORT POLICE DEPARTMENT,BAYPORT,1/14/2026 2:09:38 PM,BP26000137,"XXX 4TH ST N, BAYPORT",CITIZEN/PUBLIC ASSIST
BAYPORT POLICE DEPARTMENT,BAYPORT,1/14/2026 3:36:31 PM,BP26000138,"XXX 3RD ST N, BAYPORT",CITIZEN/PUBLIC ASSIST
BAYPORT POLICE DEPARTMENT,BAYPORT,1/14/2026 9:32:24 PM,BP26000139,"XXX 3RD ST S, BAYPORT",MAIL THEFT
BAYPORT POLICE DEPARTMENT,BAYPORT,1/15/2026 2:23:14 AM,BP26000141,"XXX 2ND ST N, BAYPORT",Park Close
BAYPORT POLICE DEPARTMENT,BAYPORT,1/15/2026 11:47:48 AM,BP26000144,"XXX 6th St N, BAYPORT",DRUNK/INTOXICATED 
BAYPORT POLICE DEPARTMENT,BAYPORT,1/15/2026 1:33:08 PM,BP26000145,"XXX 3rd St S, BAYPORT",CITIZEN/PUBLIC ASSIST
BAYPORT POLICE DEPARTMENT,BAYPORT,1/15/2026 2:57:51 PM,BP26000147,"XXX PERRO CREEK DR, BAYPORT",PARKING COMPLAINT
BAYPORT POLICE DEPARTMENT,BAYPORT,1/15/2026 7:41:16 PM,BP26000148,"XXX 2ND ST N, BAYPORT",ORDINANCE VIOLATION
BAYPORT POLICE DEPARTMENT,BAYPORT,1/16/2026 1:23:26 AM,BP26000150,"XXX 2nd St N, BAYPORT",MEDICAL
BAYPORT POLICE DEPARTMENT,BAYPORT,1/16/2026 1:40:14 AM,BP26000151,"1XXX  5th Ave N, BAYPORT",OFFICER INFORMATION
BAYPORT POLICE DEPARTMENT,BAYPORT,1/16/2026 1:47:45 AM,BP26000152,"XXX 2ND ST N, BAYPORT",Park Close
BAYPORT POLICE DEPARTMENT,BAYPORT,1/16/2026 7:38:10 AM,BP26000153,"XXX 4TH ST N, BAYPORT",CITIZEN/PUBLIC ASSIST
BAYPORT POLICE DEPARTMENT,BAYPORT,1/16/2026 10:35:50 AM,BP26000155,"XXX 3rd St N, BAYPORT",CITIZEN/PUBLIC ASSIST
BAYPORT POLICE DEPARTMENT,BAYPORT,1/16/2026 2:20:54 PM,BP26000156,"XXX 4TH ST N, BAYPORT",CITIZEN/PUBLIC ASSIST
BAYPORT POLICE DEPARTMENT,BAYPORT,1/16/2026 2:28:39 PM,BP26000157,"XXX Highway 95 N, BAYPORT",CITIZEN/PUBLIC ASSIST
BAYPORT POLICE DEPARTMENT,OAK PARK HEIGHTS,1/11/2026 1:56:06 AM,BP26000101,"Highway 36, OAK PARK HEIGHTS",DWI
BAYPORT POLICE DEPARTMENT,OAK PARK HEIGHTS,1/13/2026 9:55:42 AM,BP26000124,"14XXX  60TH ST N, OAK PARK HEIGHTS",ASSIST OTHER AGENCY
BAYPORT POLICE DEPARTMENT,OAK PARK HEIGHTS,1/17/2026 10:21:45 PM,BP26000179,"13XXX  60th St N, OAK PARK HEIGHTS",ASSIST OTHER AGENCY
BAYPORT POLICE DEPARTMENT,STILLWATER,1/11/2026 10:15:55 PM,BP26000105,"XXX Owens St N, STILLWATER",ASSIST OTHER AGENCY
BAYPORT POLICE DEPARTMENT,STILLWATER,1/12/2026 5:31:34 PM,BP26000116,"15XXX  60th St N, STILLWATER",ASSIST OTHER AGENCY
COTTAGE GROVE POLICE DEPARTMENT,COTTAGE GROVE,1/11/2026 12:01:00 AM,CG26001916,"9XXX  JAMAICA AVE S, COTTAGE GROVE",TRAFFIC STOP
COTTAGE GROVE POLICE DEPARTMENT,COTTAGE GROVE,1/11/2026 12:32:36 AM,CG26001920,"8XXX  83rd Street Ct S, COTTAGE GROVE",MEDICAL
COTTAGE GROVE POLICE DEPARTMENT,COTTAGE GROVE,1/11/2026 6:38:13 AM,CG26001924,"Belden Blvd S / Granada Ave S, COTTAGE GROVE",SUSPICIOUS PERSON/ACTIVITY
COTTAGE GROVE POLICE DEPARTMENT,COTTAGE GROVE,1/11/2026 6:48:00 AM,CG26002580,"12XXX  RAVINE PKWY S, COTTAGE GROVE",OFFICER INFORMATION
COTTAGE GROVE POLICE DEPARTMENT,COTTAGE GROVE,1/11/2026 10:48:21 AM,CG26001949,"9XXX  Jamaica Ave S, COTTAGE GROVE",ACCIDENT
COTTAGE GROVE POLICE DEPARTMENT,COTTAGE GROVE,1/11/2026 11:36:25 AM,CG26001964,"8XXX  EAST POINT DOUGLAS RD S, COTTAGE GROVE",FOUND PROPERTY/ITEM
COTTAGE GROVE POLICE DEPARTMENT,COTTAGE GROVE,1/11/2026 1:25:38 PM,CG26001971,"6XXX  Highland Hills Ln S, COTTAGE GROVE",VEHICLE UNLOCK
COTTAGE GROVE POLICE DEPARTMENT,COTTAGE GROVE,1/11/2026 1:30:07 PM,CG26001972,"12XXX  RAVINE PKWY S, COTTAGE GROVE",PARKING COMPLAINT
COTTAGE GROVE POLICE DEPARTMENT,COTTAGE GROVE,1/11/2026 6:11:15 PM,CG26001990,"9XXX  - 9295 EAST POINT DOUGLAS RD S, COTTAGE GROVE",TRAFFIC STOP
COTTAGE GROVE POLICE DEPARTMENT,COTTAGE GROVE,1/11/2026 7:41:26 PM,CG26001993,"8XXX  East Point Douglas Rd S, COTTAGE GROVE",MEDICAL
COTTAGE GROVE POLICE DEPARTMENT,COTTAGE GROVE,1/11/2026 8:32:19 PM,CG26001995,"6XXX  Pine Crest Trl S, COTTAGE GROVE",SUICIDE ATTEMPT/THREATS OF
COTTAGE GROVE POLICE DEPARTMENT,COTTAGE GROVE,1/11/2026 9:06:40 PM,CG26001996,"EAST POINT DOUGLAS RD S / COTTAGE VIEW DR, COTTAGE GROVE",TRAFFIC STOP
COTTAGE GROVE POLICE DEPARTMENT,COTTAGE GROVE,1/12/2026 12:05:35 AM,CG26002032,"8XXX  81st St S, COTTAGE GROVE",MEDICAL
COTTAGE GROVE POLICE DEPARTMENT,COTTAGE GROVE,1/12/2026 12:33:49 AM,CG26002033,"6XXX  EAST POINT DOUGLAS RD S, COTTAGE GROVE",MEDICAL
COTTAGE GROVE POLICE DEPARTMENT,COTTAGE GROVE,1/12/2026 1:57:08 AM,CG26002039,"8XXX  EAST POINT DOUGLAS RD S, COTTAGE GROVE",TRAFFIC STOP
COTTAGE GROVE POLICE DEPARTMENT,COTTAGE GROVE,1/12/2026 4:02:19 AM,CG26002041,"9XXX  Jamaica Ave S, COTTAGE GROVE",MEDICAL
COTTAGE GROVE POLICE DEPARTMENT,COTTAGE GROVE,1/12/2026 5:38:42 AM,CG26002042,"10XXX  Innovation Rd S, COTTAGE GROVE",MEDICAL
COTTAGE GROVE POLICE DEPARTMENT,COTTAGE GROVE,1/12/2026 5:42:00 AM,CG26002043,"8XXX  Granada Ave S, COTTAGE GROVE",SUSPICIOUS PERSON/ACTIVITY
COTTAGE GROVE POLICE DEPARTMENT,COTTAGE GROVE,1/12/2026 7:04:37 AM,CG26002045,"7XXX  West Point Douglas Rd S, COTTAGE GROVE",ALARM-BUSINESS/RES/FIRE/MEDICAL/ETC
COTTAGE GROVE POLICE DEPARTMENT,COTTAGE GROVE,1/12/2026 8:50:01 AM,CG26002059,"6XXX  - 6939 PINE ARBOR LN S, COTTAGE GROVE",TRAFFIC STOP
COTTAGE GROVE POLICE DEPARTMENT,COTTAGE GROVE,1/12/2026 12:24:50 PM,CG26002093,"9XXX  Indian Blvd S, COTTAGE GROVE",HARASSMENT
COTTAGE GROVE POLICE DEPARTMENT,COTTAGE GROVE,1/12/2026 12:46:10 PM,CG26002096,"8XXX  East Point Douglas Rd S, COTTAGE GROVE",MEDICAL
COTTAGE GROVE POLICE DEPARTMENT,COTTAGE GROVE,1/12/2026 12:47:45 PM,CG26002099,"8XXX  GRANADA AVE S, COTTAGE GROVE",FRAUD/SCAM
COTTAGE GROVE POLICE DEPARTMENT,COTTAGE GROVE,1/12/2026 12:55:57 PM,CG26002102,"7XXX  Hinton Ave S, COTTAGE GROVE",WELFARE CHECK
COTTAGE GROVE POLICE DEPARTMENT,COTTAGE GROVE,1/12/2026 1:28:07 PM,CG26002110,"8XXX  West Point Douglas Rd S, COTTAGE GROVE",ALARM-BUSINESS/RES/FIRE/MEDICAL/ETC
COTTAGE GROVE POLICE DEPARTMENT,COTTAGE GROVE,1/12/2026 3:51:02 PM,CG26002138,"7XXX  Aspen Cv S, COTTAGE GROVE",THEFT
COTTAGE GROVE POLICE DEPARTMENT,COTTAGE GROVE,1/12/2026 4:13:27 PM,CG26002140,"80th St S / Hadley Ave S, COTTAGE GROVE",ACCIDENT
COTTAGE GROVE POLICE DEPARTMENT,COTTAGE GROVE,1/12/2026 5:36:06 PM,CG26002153,"7XXX  Hearthside Ave s, COTTAGE GROVE",WARRANT ARREST
COTTAGE GROVE POLICE DEPARTMENT,COTTAGE GROVE,1/12/2026 5:45:47 PM,CG26002154,"7XXX  80th St S, COTTAGE GROVE",ACCIDENT
COTTAGE GROVE POLICE DEPARTMENT,COTTAGE GROVE,1/12/2026 6:44:24 PM,CG26002159,"6XXX  101ST ST S, COTTAGE GROVE",MEDICAL
COTTAGE GROVE POLICE DEPARTMENT,COTTAGE GROVE,1/12/2026 10:36:34 PM,CG26002174,"9XXX  Harkness Ave S, COTTAGE GROVE",RUNAWAY
COTTAGE GROVE POLICE DEPARTMENT,COTTAGE GROVE,1/13/2026 3:23:29 AM,CG26002212,"6XXX  80th St S, COTTAGE GROVE",MEDICAL
