AgencyName,Address_City_Description,CreatedOn1,CaseNum,Textbox28,EventDescription
BAYPORT POLICE DEPARTMENT,BAYPORT,6/7/2026 12:43:09 AM,BP26001799,"XX CENTRAL AVE, BAYPORT",PARK CLOSED
BAYPORT POLICE DEPARTMENT,BAYPORT,6/7/2026 12:57:44 AM,BP26001800,"XX CENTRAL AVE, BAYPORT",SUSPICIOUS PERSON/ACTIVITY
BAYPORT POLICE DEPARTMENT,BAYPORT,6/7/2026 2:37:40 AM,BP26001801,"XXX 3rd St N, BAYPORT",SUICIDE ATTEMPT/THREATS OF
BAYPORT POLICE DEPARTMENT,BAYPORT,6/7/2026 2:37:40 AM,BP26001802,"XXX 3rd St N, BAYPORT",FOLLOW UP
BAYPORT POLICE DEPARTMENT,BAYPORT,6/7/2026 10:08:50 AM,BP26001806,"XXX Pickett St N, BAYPORT",OFFICER INFORMATION
BAYPORT POLICE DEPARTMENT,BAYPORT,6/7/2026 10:22:35 AM,BP26001807,"XXX - 498 MINNESOTA ST S, BAYPORT",TRAFFIC STOP
BAYPORT POLICE DEPARTMENT,BAYPORT,6/7/2026 1:46:12 PM,BP26001809,"XXX - 399 3RD ST N, BAYPORT",TRAFFIC STOP
BAYPORT POLICE DEPARTMENT,BAYPORT,6/7/2026 4:58:02 PM,BP26001811,"XXX 3RD ST N, BAYPORT",TRAFFIC STOP
BAYPORT POLICE DEPARTMENT,BAYPORT,6/8/2026 5:57:11 AM,BP26001813,"XX CENTRAL AVE, BAYPORT",PARK CLOSED
BAYPORT POLICE DEPARTMENT,BAYPORT,6/8/2026 12:02:51 PM,BP26001815,"XXX PERIWINKLE PL, BAYPORT",FRAUD/SCAM
BAYPORT POLICE DEPARTMENT,BAYPORT,6/8/2026 2:55:11 PM,BP26001816,"XXX Minnesota St S, BAYPORT",SUICIDE ATTEMPT/THREATS OF
BAYPORT POLICE DEPARTMENT,BAYPORT,6/8/2026 8:05:34 PM,BP26001817,"XXX 2nd St N, BAYPORT",MISSING PERSON
BAYPORT POLICE DEPARTMENT,BAYPORT,6/8/2026 8:15:17 PM,BP26001818,"XXX Maine St N, BAYPORT",911 ABANDONED/HANGUP/OPEN LINE
BAYPORT POLICE DEPARTMENT,BAYPORT,6/8/2026 10:33:51 PM,BP26001821,"XX CENTRAL AVE, BAYPORT",Park Close
BAYPORT POLICE DEPARTMENT,BAYPORT,6/9/2026 5:15:55 AM,BP26001827,"XXX Highway 95 N, BAYPORT",MEDICAL
BAYPORT POLICE DEPARTMENT,BAYPORT,6/9/2026 3:03:41 PM,BP26001831,"XXX 4th Ave N, BAYPORT",ACCIDENT
BAYPORT POLICE DEPARTMENT,BAYPORT,6/9/2026 3:28:54 PM,BP26001832,"Inspiration Trails, BAYPORT",DIRECTED PATROL
BAYPORT POLICE DEPARTMENT,BAYPORT,6/9/2026 5:10:12 PM,BP26001833,"4th Ave N, BAYPORT",CITIZEN/PUBLIC ASSIST
BAYPORT POLICE DEPARTMENT,BAYPORT,6/9/2026 7:25:12 PM,BP26001834,"XXX Highway 95 N, BAYPORT",911 ABANDONED/HANGUP/OPEN LINE
BAYPORT POLICE DEPARTMENT,BAYPORT,6/9/2026 11:11:57 PM,BP26001835,"XX CENTRAL AVE, BAYPORT",Park Close
BAYPORT POLICE DEPARTMENT,BAYPORT,6/10/2026 12:23:05 AM,BP26001836,"XXX 5th Ave S, BAYPORT",OFFICER INFORMATION
BAYPORT POLICE DEPARTMENT,BAYPORT,6/10/2026 3:15:53 AM,BP26001839,"XXX 4th Ave N, BAYPORT",911 ABANDONED/HANGUP/OPEN LINE
BAYPORT POLICE DEPARTMENT,BAYPORT,6/10/2026 1:35:51 PM,BP26001841,"XXX - 398 7TH AVE N, BAYPORT",TRAFFIC STOP
BAYPORT POLICE DEPARTMENT,BAYPORT,6/10/2026 3:40:49 PM,BP26001842,"XXX 3RD ST N, BAYPORT",CITIZEN/PUBLIC ASSIST
BAYPORT POLICE DEPARTMENT,BAYPORT,6/10/2026 3:41:36 PM,BP26001843,"XXX 3rd St N, BAYPORT",CITIZEN/PUBLIC ASSIST
BAYPORT POLICE DEPARTMENT,BAYPORT,6/10/2026 4:45:00 PM,BP26001844,"1XXX  blk inspiration pkwy n, BAYPORT",SUSPICIOUS PERSON/ACTIVITY
BAYPORT POLICE DEPARTMENT,BAYPORT,6/10/2026 9:21:05 PM,BP26001845,"XX CENTRAL AVE, BAYPORT",PARK CLOSED
BAYPORT POLICE DEPARTMENT,BAYPORT,6/11/2026 1:39:23 AM,BP26001846,"XXX Prairie Way S, BAYPORT",MEDICAL
BAYPORT POLICE DEPARTMENT,BAYPORT,6/11/2026 8:17:03 AM,BP26001848,"INSPIRATION PKWY / PRIMROSE PATH, BAYPORT",DIRECTED PATROL
BAYPORT POLICE DEPARTMENT,BAYPORT,6/11/2026 8:35:22 AM,BP26001849,"XXX 3RD ST N, BAYPORT",FOLLOW UP
BAYPORT POLICE DEPARTMENT,BAYPORT,6/11/2026 8:39:50 AM,BP26001850,"XXX 3RD ST N, BAYPORT",FOLLOW UP
BAYPORT POLICE DEPARTMENT,BAYPORT,6/11/2026 2:29:13 PM,BP26001853,"XXX 1st Ave S, BAYPORT",JUVENILE COMPLAINT
BAYPORT POLICE DEPARTMENT,BAYPORT,6/11/2026 4:26:25 PM,BP26001854,"XXX 3rd St N, BAYPORT",VEHICLE UNLOCK
BAYPORT POLICE DEPARTMENT,BAYPORT,6/11/2026 5:53:57 PM,BP26001855,"XX CENTRAL AVE, BAYPORT",BOAT ENVELOPES
BAYPORT POLICE DEPARTMENT,BAYPORT,6/11/2026 10:06:28 PM,BP26001856,"XX CENTRAL AVE, BAYPORT",CITIZEN/PUBLIC ASSIST
BAYPORT POLICE DEPARTMENT,BAYPORT,6/11/2026 11:53:50 PM,BP26001858,"XXX Lake Cir N, BAYPORT",MEDICAL
BAYPORT POLICE DEPARTMENT,BAYPORT,6/12/2026 1:10:08 AM,BP26001859,"XXX Prairie Way S, BAYPORT",SUSPICIOUS PERSON/ACTIVITY
BAYPORT POLICE DEPARTMENT,BAYPORT,6/13/2026 3:30:25 AM,BP26001869,"XXX Highway 95 N, BAYPORT",MEDICAL
BAYPORT POLICE DEPARTMENT,BAYPORT,6/13/2026 6:38:59 AM,BP26001870,"XXX Lake Cir N, BAYPORT",DEATH
BAYPORT POLICE DEPARTMENT,BAYPORT,6/13/2026 10:53:29 PM,BP26001876,"XX Central Ave, BAYPORT",DISTURBANCE
BAYPORT POLICE DEPARTMENT,BAYTOWN TOWNSHIP,6/7/2026 1:16:19 PM,BP26001808,"3XXX  - 3498 SAINT CROIX TRL N, BAYTOWN TOWNSHIP",TRAFFIC STOP
